,Reviews
824,"Horrible experience

I couldn't believe it. They gave me the wrong order and when I called to complain about it, they hung up on me

I ordered Happy meal for kid (6 pieces of chicken nuggets - apple juice). I had been waiting for 15 mins to get my order and they gave me the wrong one (I didn't know about it because I have never ordered it before) do I took the order and drove home. They just gave me the bag with burger and water.. WTH.... it was at 7 pm yesterday ( I don't know how many workers worked at that time but for sure the guy was responsible for answering the phone should be training again about treating the customer.

I won't be back again for that place with the horrible service like that"
825,This place is flooded with incompetent workers. You can expect wrong orders here every time you visit. The drive thru at night won't have any food ever. And the workers will purposely avoid taking your order at night so they don't have to work. My god this is the worst McDonald's on the West Bank. Good bye
826,"One of my most annoying drive thru experiences. They had me pull forward to wait for fries, and basically forgot about me. I was waiting 10 minutes and when I went in my bags were already filled just sitting there. My food got cold waiting on them"
827,"I would not even give a star if at all possible.  I showed up with only  two people in line with tickets or receipts.  The type of people that are working here this particular day were careless, non intentional, and lack of motivation. There was no manager to  speak of, and no was trying to serve me to get me out of there.  People were outside smoking instead of working.   McDonalds should be completely embarrassed  by this locations service."
828,The last few times I came here have been horrible and after this time I just wont be back. The customer service is lacking to say the very least. The entire order was not only wrong but the food taste like it's been sitting there for hours on end. I live down the block but this is the last time I will ever visit this McDonald's. They are going to give someone food poison.
829,They have the worst staff I have encountered. They lie about times and the food. The service is horrible. I hope someone comes in and changes the staff because it's horrible.
830,Will literally just throw anything in the bag regardless of what you ordered. Apple pie? Nope here's a strawberry cream pie or just no pie at all. Ordered sauce with your nuggets? Too bad.
831,"Drive thru messed up
Our order did not give us straws for
Our drinks. Had to go in and tell them
They Messed up our order. We had our receipt but that was not good enough they wanted the bag
Of food. So out came
My daughter to bring in the bag of
Food so they could see that it was not what we ordered and then they gave us our straws and our 2 cheeseburgers. 
Don't waste your time here"
832,"I know I keep telling myself with new employees this place will be better, but it won't. The workers have no leader or anyone to show them how to do their job. Or teach them how to wear gloves, how to not touch their hair then then other surfaces or places where food is, to go bags, cups, lids, etc. The GM is friendly and can only do so much, but his woman assistant manager is awful. She uses foul language, she is rude when you have a issue with the food she's serving. She gives me raw fries, tells me she pulled them out of the fryer when it says to and the reason the fries are real light is because they just changed the oil. They may have just changed the oil,  but was the fryer at the right temp?? If you know the oil isn't hot enough for the fries to be cooked correctly, then you need to leave them in longer since the temp wasn't right, or change the fryer later when slow....come on this isn't rocket science. I  know what fries from McDonald's are supposed to be like. Not to mention all the young girls in there are definitely not friendly and dont belong in customer service. This place needs corporate help big time, and workers who work, not half ass everything and just talk and play around. Its time for the corporate people to do something!!"
833,"Not even worth a star!! They want $15/hr my ass! They asked repeatedly asked what the order was. Our order wasn't even complicated. Then we get to the window to pay. The manager or girl at the window is telling two other employees what they should be doing, but in an unprofessional way.  Get to the second window, girl goes, what did you order!? The heck?!! You should know! You should have had that drink going before we got there and the bag of food ready to give to us. They weren't even slammed!  Never going back here again!
They need a lot of help!"
834,"I've been in this drive-through line for no less than 20 minutes and I still haven't been able to give my order. I have never seen a McDonald's this slow and disoriented. I've been going to McDonald's since the creation of McDonald's...  LOL. This place is an embarrassment. At some point if you can't represent your brand correctly, you should close the location, or send corporate out to fix the location so that it represents the same standard McDonald's tries to produce all of its locations. What a disappointment, when I finally get my food, it will be 40 minutes.  Fast food?  Really?  How about SLOW food!!!"
835,This Pizza Hut is absolutely terrible when it comes to customer service. They've made my wrong 3 times. I simply requested light sauce and I don't know who makes the pizzas but they continue to put extra sauce. If you can see the sauce through the cheese ITS TOO MUCH SAUCE in my opinion. I called them to ask why my order is made wrong all the time the manager of the store decided to speak but would not listen to me. So I got angry and yelled. It turned into a screaming match over the phone. I called their corporate office and reported the manager for flat out disrespectful behavior. I won't be ordering from them again. Trust me
836,"I just ordered from this Pizza Hut. I received my first pizza in a timely manner. 

As soon as I open the pizza and fix my plate,a piece a hair was on my arm. I pulled the hair and it was ACTUALLY in the PIZZA. A piece of hair was baked in my pizza. 

I called Pizza Hut and the manager Lisa tells me she will send me a whole new order but I need to return the hairy pizza. No problem. I return EVERYTHING,my extra PAID sauces and all to get a dry ass pizza,cheese sticks with no sauce, no icing for the cinnamon sticks,no extra garlic like I paid!!! 

You guys are straight TRASH. Why would you send me a whole new order with no sauces???? You tell me to pack everything up,I do & you leave out my sauces. The piece of hair wasn't enough???? Y'all ruined my entire night waiting for a crap dinner."
837,"Don't order ice cream from here, I ordered two vanilla cones in a cup and they barely put any ice cream in the cup!! I've gotten it like that before at other locations and they give you a pretty decent amount .   It here!! 
I give it NO STARS!!!!!! ( it doesn't let u post unless you rate)"
838,"Definitely never ordering from this location anymore, recommend to ""Always check your pizza at the store when picking up"" as the mess up a lot

my wife placed an order online for a super supreme pizza, when i arrived home she told me they where missing ingredients, I called to complain about the mistake they made of forgetting the ingredients and was forwarded to the talked to the manager, when i asked her name she didn't say it clearly but did identify herself as the manager, told her about the mistake and how would they correct it, was thinking to have one of her drivers deliver the pizza properly done with correct ingredients and their driver could pickup the wrong pizza but she was rude and unprofessional, said she won't send nobody and I had to drive back to return to the store to drop the wrong pizza and she would give me a new one, i told her i live 15min away and would not go as I don't have time but she said only way to replace my pizza or refund was for me to drive all the way back to the store and return the pizza to her or else she won't do anything. I submitted a complaint with pizza hut corporate because of her rude attitude unprofessional, I know they have cameras internally in the store to review the video of the toppings they used and all calls are recorded so they can look up the recording of the call i had with her, i took a picture of the pizza with the receipt on top as backup and you can clearly see it doesn't have all the ingredients we ordered and the border was barely parmesean crust and the dough was flat as they didn't let it raise properly.

This is not the first time the mess up an order, but because of her attitude definitely the last time i place an order in this store"
839,"DISGUSTING. The floor is covered in spilled stains, the smell of this place is revolting.

Went in to use the Wi-Fi and had to leave."
840,"This had to be the worst Big Mac I have ever had. I took two bites and threw it out. 

I can tell the meat was sitting around for some time until I came"
841,"Don't order curbside. Apparently they don't like to walk outside. I waited for 30 minutes and finally had to go through the drive thru (dining room was closed) and wait another 10 minutes to get my food. When I told them that I've been waiting for over 30 minutes I didn't even get an apology. I know good help is hard to find, but this is ridiculous. If you'd don't want to deliver curbside, then don't offer it."
842,"If I could give negative stars I would. First thing, I have a big order so I try and go through the drive thru. Well they tell me it's not working and to come inside. So I said okay no problem. I get inside and let them know I have sorta a big order. I order my food, she reads it back to me, I pay it's all good. She hands me 4 cups without a drink carrier like I can haul all 4 and my food out to my car by myself lol then I get my food and realize I'm missing half my order. I went back in, told them I'm missing my chip and cheese and two soft shell tacos with no lettuce. They give me my food again and I leave and I check my food and they literally give me two tacos with lettuce. I don't know why these people are so miserable to try and make everyone else's days so miserable but damn go get a diff job if you don't like where you work. Screw this location for real."
843,Yuck. Burger terrible. Chicken sandwich terrible. Fries weird. Slow service. Taco Johns and Checkers must be exchanging the crap workers they hire back and forth between the two because neither place can get their shit together.
844,"Power was out at a majority of places, so I won't hold the 20minute plus wait against them, HOWEVER,  I ordered wings and specifically told the lady crispy with xtra sauce...I get a pitiful display of half covered (literally) soggy ass wings. Food and cust service soso at best...then she didnt put any napkins in the bag either. I most likely wont be back. Checkers, do better."
845,"If I could give it less than one star I would!
This is absolutely disgusting!!! A broken acrylic nail in my food! This is unsanitary and nauseating. This location is by far the worst I have ever been to, the service is terrible, the drive through line takes 30 minutes to get through, and now fingernails in my food????"
846,"We had to get together the NJ MVC but decided to stop for a bite to eat and hot tea beforehand. 
First, at the drive thru a car was parked and  partly blocking left lane so all cars were in the right lane. We managed to get thru the left lane.  Second, wanted breakfast but the regular menu was posted, it was 11:00 on the dot. At speaker, we ordered hot tea (never asked about cream or sugar) and double cheeseburger, but we're told literally only 3 items were available: Hot cakes, muffins, & burritos. We ordered 3 burritos and mild sauce pkts (which we never got). Third, we drove to the pay window. The bill was $10 even. We were confused cause total seemed a little high so we asked about price of burritos. Guy at window was vague, evasive & tried to be funny, but we gave him money and asked for receipt, which he was reluctant to do. Burritos were not listed on receipt but  ""3 apple fritters, special order"" were.  Finding this very strange we inquired why burritos were not identified and were told they ""we not listed in the machine"".  Now, being 61, and my driver/niece 49 we knew better and our suspicions rose. Having worked at McDonald's, my niece figured someone was either commiting fraud or stealing the fritters (which are more heavily inventoried then burritos apparently) thus charged them instead of the burritos. At the second window we were told to ""go to the 3rd window"" with no explanation. Turned out to the entrance! We then drove back around the bldg to 2nd window. Now we were told our ""food was to be brought to us"". Still waiting on our food at the window and being quite frustrated, we got into a brief verbal dispute with the window worker and food prep person but finally got our food. All I can say is it was a lost unpleasant experience. BTW: they took it upon themselves to round our bill up to $10 by 3 cents to RMHC (Ronald McDonald House Charity,) without asking. Had they asked we may have donated more. Just saying."
847,Drive through line is always incredibly long and they are slow. Sign outside says lobby open 7am-7pm when it is locked every time.
848,"Don't bother. Today was my third attempt to give this new business a chance. I have yet to actually eat their food. I waited thru three songs on the radio, and decided if ten minutes wasn't long enough to take my order, they didn't want my patronage."
849,This McDonald's location deserves zero stars.  Over the course of numerous visits I have never had a remotely enjoyable experience here.  The staff is often rude and lazy.
850,"Well I wish I could say something good but I can't you just don't get any customer service here, they have trouble filling an order for oatmeal in the morning just 15 minutes into the work day and they are already having service issues.
Try another location"
851,"My third order and I so disappointed. Just because the city shut down there's no reason to lower your standards. Two barbecue chicken platters was trash. The sides were fine. The chicken was old, rubbery skin smothered in barbecue sauce. I'm done. The photo is the trash bag of the old chicken. The chicken is so old it should have arrived with birthday cake."
852,"I swear the manager there is so rude and if you're gonna be that rude to customers who call to let you know how they're missing items, like it's my fault that it happened and your ""new"" employees can't read an order or grill slip, then maybe you should quit!! I've got 20 years  in the food industry (30 yrs overall working) and this place is so lacking in basic skills of serving the customer. I want what I pay for and a formal complaint has been given."
853,"Charged twice for a meal I never ordered. Tried to get them to fix it, but it is has taken to much effort on my part, so giving up."
854,Very very poor food quality. We came through drive thru yesterday day and very slow. Cashier was in a rude moody attitude. Today we did mobile order here they messed our order up so bad. Do not recommend at all.
855,"I ordered last night through Grubhub. The driver was on time and professional. I have no problem with the driver at all. The food itself was not good. The taste I'd rate a 3/5 which isn't the reason for my review either. It was the quality! For basically a goat stew over rice and beans, this restuarant turned it into the crunchiest meal ever. The goat meat comes with bones as expected, but then they decided to add these stems from some plant that I could assume help them season the meal. These stems defining stand out from the meat as it feels like you are chewing on a literal vine too tough to be consumed with the dish. To top this off, the rice was half cooked with hardened pieces of rice standing out from the soft bunch. Leaving me cautiously eating this meal for any bone, stem, or rice shard. More of a hazard than a meal at this point. I've ordered from this restaurant before but have mainly stuck with the jerk chicken. This dish has me reluctant to try anything else this restaurant has to offer in the future."
856,"Went there to pick up Uber eats order. Called and asked if I could get it without waiting they said no. Got in line 10 minutes later the line hasn't moved I'm 5 cars back. How's this possible? 5 minutes later I call no answer no movement. I cancel pull around and no one even made it past the pay window, who knows wth was going on there. SMH. Hope they enjoyed the 2 bundle boxes that went to waste. Horrible."
857,"To the manager.   To the owner of this franchise.     Customer service is your paycheck.  If your employees by their very manner and behaviors drive your business away.  You are the one who lose at the bottom line.    It is sad that at the drive thru the eye roll of the employee can not only be heard but felt.     

It is July.  July is the month for iced drinks from coffees to smoothies t ice creams.    Why I'm the world would you not have those machines cleaned and ready for use at the start of each shift.     

The lack of everything that insures a business is successful is lacking and apparent.     When a person arrives in the morning.  To the last one to pull up at night the experience should be a good one.   

The outside of your business at night is the employees with pants sagging sitting on the side walk smoking hanging out with friends.  The inside more friends of the employees hanging out.  

I am sorry I know it is cultural.  But this is a place of business while I am enjoying my burger I don't want to see an employees ass.    The fact that this is permitted and there is little to no adult supervision that has been trained in how to manage a shift is obvious.     In a time when the corona virus has left so many businesses on the verge of closing for good.  One would think you would step up your game.    But instead it is a health hazard."
858,"consistently the worst fast food place ive ever been to, i don't know why i try again every few weeks. They will straight up just tell you to leave 75 percent of the time."
859,"I would love to give this store a better rating, as the food if you get it is what you expect from Pizza Hut, and even my own experience there has been varied.  However after my last attempt of an order I cannot leave any type of positive review.  And I do mean an attempt at an order.
  Both my friend and I have tried reaching out to direct management about the fact our order was canceled without us ever being notified.  By the time we realized nothing was seemed to be coming for our delivery, they refused to pick up the phone long enough to do anything other than say store is closed then hang up or hit the hold button.  We called a good 10-15 times.  There was no email, no missed calls, no actual attempt to tell us what was going on.  Only after I started calling corporate did I figure out that they in fact canceled my order (it had been refunded back to my bank).  
  My friend has tried for three days to get the store manager (we were told ""Tiffany"") but alas, there has been no call back.  That night we had two other pizza places we tried to order from, they both had other issues but managed to call us and provide some semblance of customer service (if not our actual food) it was only Pizza Hut that failed at every point.  
  So if you don't want Delivery or aren't ordering at a ""peak""/near closing time then you might be fine but remember if you have a problem that you'll be screaming into a void or at the corporate customer service because this local store just doesn't care.   And this is only the most recent of these types of events, this has happened to me before at least a year ago with almost the same results and being part of the reason I stopped going to Pizza Hut at all."
860,"HORRIBLE & RUDE day manager today!!!  I will never visit this McDonalds again, as long as she works there!!!   She refused to ""open"" the packets of sugar for my & my friends' coffee (since I was in drive thru & I asked her to put my sugar & cream in the cup).  I'm in a compact car.  (I always have the other girls do it and they never complain.). She explained that the sugar dispenser is broken & she said ""I'm not doing it.""   She was very rude about it & was laughing with the other workers.  Her name is GRENADA.  Well, thanks but no thanks, to her.  She is horrible for business.  Most all the other girls are always nice & helpful, but now she's teaching them to be rude.  She was just saying NO to be rude & to deny good service.   She made sure to be ugly about it.  Well after that, my friend was so upset that she dumped her coffee in her lap while trying to add the sugar in the car.   I will be contacting upper management concerning this."
861,"We put in an order around 5:50 pm for delivery for 7:15 pm as that is when we would be home from picking up my stepdaughter. My husband who placed the order got a text around 6:15 pm that our order was out for delivery. We only live around 10 minutes from the store meaning it would be delivered almost an hour early. We got home and picked our food up off the cement floor of the porch rather than the railing and being it inside. The bottom box of pizza had ants all over it which when set on the counter before we realized it, got the ants all over the counter and when opening the box to check out the pizza there were ants in the box as well. We had to throw the whole pizza out. My husband called the store to make a complaint (not for free food or anything but just to make it known) and the lady who answered the phone replied with the time is not guaranteed. When asked then why is it an option she responded well you chose contactless delivery, which is true, but what does that have to do with time and what would have happened had we chose contact? What would have been the protocol then? My husband asked to speak to a manager was put on hold for 30 minutes so he tried calling from my phone, the same woman immediately answered and my husband asked to speak to a manager, the lady out him on hold on my phone and hung up on him in his phone. So my husband drove to the store. As soon as he walked in he again made it known he was not asking for free food or anything of the sort but simply looking for answers and only drove there after being treated poorly by the lady who answered the phone twice. The manager at the store basically brushed him off and said the same thing the employee did. Which none of it makes sense. Don't offer a time if it won't be honored and contactless delivery or not has nothing to do with the time of delivery. This store has horrible customer service and lost a customer, not that it matters to a big corporation anyway."
862,Wish I could give negative stars. Pitiful excuse for a McDonald's. Waited 30 minutes in the drive thru at 5 o'clock on a Saturday and neither of the workers at the window even thought about apologizing and didn't even say a single word to me at that. I finally get my food and realize they forgot one of my burgers. So I go inside to address the situation and end up waiting another 15 minutes until someone finally helped me. Also let me say too that they were not busy either. The food was shit also. Worst experience I have ever had at a McDonald's.
863,Terrible terrible staff. Waited forever and not a single person acknowledged us at the window. Heard great things about Checkers and was really excited to try it for the first time. We finally decided to leave and the employee came out to confront us and asked if we stuck the middle finger. Kind of ironic that they didn't acknowledge us standing there but so quick to try and start problems. Needless to say I'd be completely content with my life if I never ate at an establishment that hires rude employees.
864,"Ugh...My experience was .  On the DAY OF our event, the unprofessionalism that we faced was totally unacceptable. They were demanding more money and going  to charge $3 per cup of ICE. The one making these executive decisions REFUSED to come out the back (relaying messages through the ""so-called manager""). He was also the one who did the initial meeting for the event and took the full payment. I said to settle all of the he say/she say go get the contract for this event(that was already paid for).  He was denying all that he agreed on but again refused to come from the back, and handle business in a professional manner. This speaks volumes!!!!   I'm Done---getting heated. #BADBOCCIS#BOTCHEDBUSINESSATBOCCIS"
865,Here's a new definition of slow. No one in drive thru a few people in store asked for manager but she was busy talking in dining room. Another girl said who asked for manager then she said if you can't wait then cancel. 20 minutes after it was called on 10 minutes before that. I know it's Camden but damn.
866,Ordered 2 simple meals (from a girl that had a black eye at the 1st window) and they messed up both meals. Very poor trash customer service. Meal were for my kids and the attitude I received when I ordered made me feel as though they'd spit in my kids food. I won't ever go here again.
867,they are unprofessional they hung up on me 3 times and put me on hold more than 4 times because they didn't want to accept the fact they messed up my order i pre paid with my card and they delivered to the WRONG ADDRESS and i clearly told them the right one i was called by two different numbers one telling me they were going to send one out and then later another one saying that they are not going to send anything at all they ignored me because they didn't want to hear what i had to say they are rude and i kept a calm tone the whole Time they said the money would be returned and i would like to speak with the manager but they won't even answer my calls very low place
868,Employees at this McDonald's on Hampton ALWAYS close the store at 9 pm when it says online that they are open until 11 pm. The employees shut the lights off in hopes that no one will come to order food. Poor management and poor employees. No wonder chick Fil A is the champion. This will result in the closing of this McDonald's. Hire people who work.
869,Sad to see this McDonald's going the wrong way in service and product. I would like to add that there is a foul smell here. I thought it was just me so I asked a customer next to me if they were catching the same thing. Somebody has some work to do here if they want to keep this business going. I cant justify going back.
870,"Slow, slow and slower. Burgers are OK if you can get one. Not worth the ridiculous long wait. The place closed once. Shocker. Reopened and still slow and medioce. Service is garbage. Food is mediocre. Same place from the first time they closed. At this rate they will close again."
871,"Ugh...My experience was .  On the DAY OF our event, the unprofessionalism that we faced was totally unacceptable. They were demanding more money and going  to charge $3 per cup of ICE. The one making these executive decisions REFUSED to come out the back (relaying messages through the ""so-called manager""). He was also the one who did the initial meeting for the event and took the full payment. I said to settle all of the he say/she say go get the contract for this event(that was already paid for).  He was denying all that he agreed on but again refused to come from the back, and handle business in a professional manner. This speaks volumes!!!!   I'm Done---getting heated."
872,"They are lucky I have to even give one star, I ordered DoorDash from this restaurant and half my order was missing including my 2 year old sons food. I tried calling the store 3 times and nobody answered so we drove to the store and saw they were not busy at all. When we went in they were extremely rude and started threatening to come and beat us up simply because they bagged our order incorrectly and we were asking for the rest of our food. The general manager then told us ""have a nice day and get the fuck out of here."" I don't recommend ANYONE to dine at this place because even our food is cold."
873,Rude night staff including the manager.. Unwilling to make simple substitutions or even explain their lack ability to do so. Instead just stopped talking. I happen to know they can do it because I've done it at other Taco Bell's.
874,"We were ordering drive through. The lady server was friendly and got our orders right, then a boy server showed up at the window got our orders messed up. Worst of all, our burgers, chicken sandwiches, fries, and chicken bites & fries were cold. Still can't believe Checkers serves foods cold."
875,too slow and will have you wait in drive thru for an hour. including other cars. not the right service at all.
876,The  worst McDonald's I've ever been to. I went inside to order and stood there waiting for someone to take my order while 2 people stood behind the counter staring at me and not doing anything. They didn't give me my cup for my drink so I had to stand and wait for that too. The food was old and VERY POORLY made. Fries were extremely old. This place doesn't even deserve one star. Awful
877,"This pizza hut location sucks dick, you're better off just going to the one on Richards Road or in Nolensville. I order a dinner box and once I received it the cheese of every damn slice was just stuck to the box, to make matters worse I requested extra sauce just to barely get any. I would ask them to redo it however I don't want to risk one of them getting mad and spitting in my food.

There's also the issue with the deals there. they're constantly removing the dinner box there, not having pizza under the value line up, and not once has any of the coupons I received in the mail worked on the app for this location.

Just stay away from this pizza specifically"
878,"Why are you looking at a Yelp review for fast food?
Better yet ... why did I just take the time to write and post this?
Eat something else."
879,Three topping with meeting this is not a franchise this is a corner you only can smoke weed over there.
880,The worst McDonalds ever!I walked into lobby got half way to counter a woman informed me the lobby is closed.I asked why ?Talked to the manager she said we are closed and called me a cracker under her breath.REALLY???I wouldn't go thru drive through I was afraid they would spit in my food and I assure you I am always polite!!!
881,"Definitely the worst McDonald's expire NcE I have had in the world.  They often leave things out of orders.   Have even submitted complaints through McDonald's online for this location.   I have noted on several occasions that they take the card at the front window and keep it for longer periods and they walk away with it.   I recently experienced CC fraud and I suspect (cannot prove) that this location may be the culprit, as my card was used directly across the street (and online) to rack up charges.  

If you have to go here use cash and check your order."
882,This was by far a disappointment at the least. We ordered at least $50 worth of food and none of our 4 burrito supremes had any meat. We were shorted tacos . We were parked while the short dread haired lady uses the broom on the sensor to bring her times down in compliance. At any job that is deemed automatic termination in fast food.i wouldn't have cared if my food was made incorrectly. We never asked for no meat or a bean burrito.
883,"Missing item, 2 of the 5 items received were incorrectly prepared - customized to add/remove items, burrito prepared standard, all food was cold, crunchy taco shell was very stale, cinnamon twists tasted burned/cooked in bad oil. Worst Taco Bell experience to date."
884,"Went through the drive thru unfortunately & received the rudest service by a Manger that says her name is JoeAnn. She's very unprofessional speaks very unkind and her attitude is extraordinary nasty. I was told my order was NOT ready please pull up. 
This lady is a very unhinged person. She is not safe to work with the public. She's very threatening and down right rude. Back to what happened.
She wanted to fight over straws. I did not receive any with my order and once I requested them she threw a temper tantrum ran inside the building and refused to bring me any. I got out my car went inside and she wanted to debate if I received them or not. Now why would I walk inside for 2 straws if I actually had them in my bag. Apparently I have no straws. I was indeed upset at the way this person is acting. I kept calm returned to my car & came home. I could not believe my eyes that a adult woman would act like this. I mean stomping around eye rolling neck twisting yelling cursing and very unsafe behavior. 
Called back asked to speak with the manager and guess who the manager is the same temper tantrum throwing immature lady who is unsafe to be around others. I will be calling corporate I live in this community and she should not be around the general public or children. Yelling and cursing and showing aggressive behavior to others is a liability to McDonald's. Noone should have to endure her just to get a Big Mac. 
Honestly the fries were excellent today. She did not put any ice in our drink. It was hot. I won't ever return to this location long as she is employed. She's going to hurt someone."
885,"If someone should say to you, ""Hey, let's go to Granny's for dinner."", make sure they are talking about their Grandmother's house because eating at this Granny's could kill you. We were excited that a new buffet had moved in to the location once occupied by the Luck Buffet and decided to try it. First, none of the food looked all that special but we had to pay to get in. Went through the line and was very pleased with the fried chicken. Until I got it back to the table. It was cold and so were the mashed potatoes. I wish I could tell you about the rest of the food there. It looked like most of it came out of a can or the freezer. I wish I could but we went and ask for our money back. Nothing worse than cold food on a buffet so I have to say, nothing worse than Granny's Buffet."
886,"Just came home from work and stopped to pick up 4 McDoubles  (at about 1:30am) priced at $1.39 each.  I was charged $9.37.  They had no change  (imagine that) available for the $10 total that I gave the young lady.  I asked if the price had gone up, she said yes.  Knowing otherwise I chose not to belabor the point and figured that if she needed the +$3 bad enough to lie and steal for it - She can have it.  Watch out Everyone!.  I'll never patronize that particular restaurant again.  I might as well be held up!"
887,Sorry if you're having construction...but it doesn't mean the workers in there need to ignore the people who still come patron the establishment. But thank you now I know to get a fast food restaurant that's on my way home.
888,"Good evening, my daughter wanted to treat me to dinner for my birthday. we ordered through Door Dash, won't use them again, and not because of the delivery person, he was nice. I wanted oxtails collard greens and rice and beans, and a fish platter with greens, mac and cheese. They didn't have any oxtails, door dash made the mistake and replaced it with jerk chicken. The greens was bland, the rice may have been leftover, the mac and cheese was very dry, the chicken was so spicy we couldn't enjoy it. the best part of this food was the fish, however for the price they charged I expected to get at least 3 nice size pieces of fish, one was a nice size, the other two really small. It's a blessing to have businesses in our neighborhood, especially black owned, but we really need to be mindful about how we prepare and serve whatever it is we're selling. Maybe this was one of their bad days. I'm not trying put their business down, I'm just sharing my experience. The best thing I can suggest is try it for yourself."
889,"This restaurant has the rudest manager I have EVER had to deal with. 
After placing a breakfast order through the app and informing them at the speaker of the order number after waitron in the drive thru I I was told they had canceled my order.
The manager called me a liar about when I had placed the order which is ridiculous because I could not have placed a breakfasts order on the app if it wasn't during breakfast hours. She told me we were ""through"" and slammed the window shut.
I am reported the situation to corporate.
I hope they take the time to review their cameras and see how their employees behave.
This is a disrespectful and disgrace of a store."
890,"Careful y'all...deez hoze don't listen or take orders/follow directions carefully. Prolly did poorly in school, prolly suck as caregivers, and it shows in their service. They'll be wrong and mess up your order then will want to get an attitude when you correct them. Watch out for the ho with blond hair, long nails, and gold teeth. Place is a mess, unprofessional af"
891,Don't waste your time food was cold went when it first opened thought I would give it another try run away from this [lace food tasted like it had been sitting there since lunch time cold.  Don't even want to give it one star.
892,"***They're Stealing from customers!***

Well, taking donations without telling customers. It's only $1 but if they do it to 500 people a day, that's $500 they just stole. 

The young man with the face tattoo is charging people for the TB Foundation without disclosing this information. When I asked him about it he said ""we aren't using the drive thru computer so I had to use the front computer"". Whatever that means, I have no idea. He then said ""You want your dollar back?"" I laughed and said no as it would take more time to get it back than its worth. As I drive off he said ""That's why I put it on there"" with a tone in his voice. So I backed up and said ""excuse me?"" A person with a striped shirt on walked up to the window at the same time and the young man changed what he said to me and said ""oh, i was just saying I know to press no from now on when it asks if you want to donate."" 

Also, I think he was so tied up in stealing my money he forgot to give me the sauce packets he asked me if I wanted. So now I'm back at work to feed my office and we have no sauce. 

I can only assume the employee and the store both get some sort of Kudos for selling/stealing donations for this foundation? I'll be going on social media, Google and Yelp later to let everyone know to check their receipts for money being stolen from then without their knowledge."
893,"Every single person here had a bad attitude and super disrespectful. 

When grabbing my food she asked 'did you have the small coffee?' I said 'no, iced caramel'. Well she didn't listen to me responding to her question and handed me the small coffee. I corrected her and she got mouthy saying she asked. 

Then as I drove slowly through the parking lot, talking to my fiancé on the phone; another employee walking on the side walk smoking said 'get off your damn phone'. I WAS THE ONLY CAR MOVING IN THE PARKING LOT! 

Ohh, I got the wrong food too. 

The customer service at this location is nonexistent. Visited morning of 8/5

As I'm scrolling through all of the shit reviews for this place, my mind is blown even more. This place just needs to be shut down. A representative of McDonald's hasn't even given this platform the time of day"
894,Came to this rally's about 45 minutes before they closed and they refused to make a milkshake. Said they closed all that down since they close soon. Unacceptable service. The lady was rude and didn't even offer to do anything about it. I will NEVER come back to this location. TERRIBLE
895,"Extremely slow !!  Went there the other night to get some sandwiches 15 minutes before they closed.... Doors were locked, The man that open the door said that the grills were all shut down, And everything was put away !!!  Closing time is closing time that's when you turn off the grill not 15 to 30 minutes before!!!!  I will never ever go there to get anything !!!"
896,"I wish I could give this place 0 stars. Management needs to up their game. If you're going to open a 24 hour drive thru, then have enough workers to work or someone to actually watch them. There was no one in front of me and they took 5 mins to even ask for my order. Then when I pulled up to the window to pay, I noticed they walked away to play on their phone, wouldn't even take my payment right away. I love McDonalds bc I can always rely on their fast service but I will never go to this location again."
897,"Pulled in here at 12:30 am after the Super Bowl and NO ONE was inside. 

No one answered the drive thru. 

Drove up to the window and the lights were on but no one at the window or inside."
898,Waited 19 minutes for a small order the other day in drive thru. Every time I visit the experience is subpar at best. The employees (managers included) do not care about guests of the restaurant and it is as if they go out of their way to demonstrate this fact.
899,"NEVER AGAIN!!!!!!! DID NOT DELIVER MY FOOD. WAS NOT GIVEN A REFUND EITHER!!!! 
I ordered $30 worth of food for myself in hopes of supporting the local business, and man was that a shitty idea. Upon ordering my food I was told I'd have to wait 40-50 minutes, it's a Friday night at 1am so I understood and order anyways. 30 minutes after I sent my order I get an email saying it'll be an EXTRA 40-50 minutes, at this point I'm starving. Then, around 2:55 (my estimated delivery time was 2:38) I get a call from the owner (per the driver) screaming at me, saying that I'll need to watch my phone so the driver can tell me when to go get my food and said that I needed to go get my food because they were very busy and could not bring it to the door, I guess. Then I get another call from the screaming owner saying that the driver was looking for my apartment and calling me, mind you I was working so my phone was right in front of me and nobody had called. At 3 in the morning TWO HOURS FROM WHEN I ORIGINALLY ORDERED MY FOOD, I got another screaming call from the man supposed to be the owner saying that the drives has been calling me and to pick up my phone, I had yet to receive a call from anyone but the screaming man. He tells me there's an issue with finding my place and he was two buildings down from where I live so I told him and he screamed back that he does not have time for this and that he is not delivering my order, through all the yelling I managed to catch him say there is no refund. Had He gone somewhere that was not near my place I would understand but I COULD HAVE WALKED TO WHERE HE WAS. The driver calls me and tells me there's no time to deliver my food and hangs up. I will NEVER EAT HERE. THESE PEOPLE WILL STEAL YOUR MONEY AND NOT PROVIDE THE SERVICE PROMISED ALL BECAUSE THEY ARE UNDERSTAFFED. I would give them zero stars if possible. My roommate reported this THEFT to the Largo Police department!"
900,"At 8:30 AM after waiting 10 minutes in the drive-through line; I was told that because the manager is in the bathroom, they cannot serve us.
They are rarely open for breakfast."
901,"They gave me a regular coke instead of a Diet Coke. And they forgot the chocolate milk for the happy meal...let's just say, I wasn't happy."
