,Reviews
904,"Decided to try this place since it's close to my house...it was a good gamble.  Fish was fresh and the chefs were really attentive to us.  We were in there before a dinner ""rush"" so I can't speak to what it would be like if it was super busy, but we were pleased and would definitely go back."
905,"Very fast service, good food, and a fun/kitschy Mexican restaurant atmosphere. This is the kind of place I go to when I'm craving regular, good, fast Mexican food."
906,"Had a really good sandwich here once, and a damn good burger here another time. I've always been impressed with their tap list, and can always find something new to drink here. Bartenders and servers seem really nice.

It's dimly lit but doesn't feel like a dive... it's too hip for that. I haven't spent enough time here to give it a real honest assessment, but I like what I've seen so far."
907,"Made a quick stop in New Orleans & we're so glad we stopped here for lunch! The food was amazing. We ordered the crab cake and blacked fish - both so fresh and delicious. On top of that, they had $4 bloody mary's!
The service was great too - very knowledgeable about the food and the history of the building. They even shared some ghost stories with us, too bad we didn't run into the ghost of Antoine.
After eating we explored the building & sat on the balcony upstairs. The balcony overlooks Jackson Square and it's such a beautiful view. Such a great spot to sit, drink, and hear live music from the street :)"
908,The people there were super nice. Pizza came out really fast. They have like 40 different toppings to chose from. Pizza was above average.
909,"They have a drink menu that would fit any palate. It's one of the few restaurants I have seen with a Pimm's Cup on the menu... the food menu is also extensive. Try the popcorn which has quite a kick to it, that can be offset by any beverage. They also have many vegan options, which is great for those friends that are vegan and always complaining about finding somewhere to eat. The BBQ Vegan Pulled Pork was delicious, as were the sweet potato fries and collared greens. It was a Sunday, so service was a bit overwhelmed by the large crowd. Don't go if you have a time limit. Also, found the background music a bit too loud."
910,I love this place. They have the best chicken gyros and gyros. Their pasta salad and is awesome and so is their hummus. Love the mural on the wall. I have eaten here about once a month for the past two years. Usually my in laws ordering to go and someone picks it up and brings it home. always awesome. Never a bad meal. BUT i would really suggest to the owners / workers for everyone to work on their customer service and attitude. Hence missing a star. A couple of times I have walked in 10 minutes before they close to get a to go order - they seemed annoyed. Other than that this place is ACES! If you go get the chicken gyro with a salad of pasta salad. go good! Everything is always crazy fresh tasting.
911,"Had a great time at this BYOB near Northern Liberties. It's just a little bit out of the way, so though I really enjoyed it many years ago when it first opened, I had not been until I saw a Living Social deal for a gift certificate and decided to try it again. 

Am glad I did! The sauces are well made and use a variety of great chiles for this-is-definitely-not-from-a-jar-like-other-""mexican""-restaurants quality. I ended up having the empanaditas and a great cactus salad and was really impressed with the range of flavors. They have a wide ranging menu and several great sounding specials. 

We also lucked out because the people next to us had thoughtfully brought more tequila than they needed and let us have a few glasses of the BYOT margaritas. The mixes were fresh and flavorful and they will mix the tequila in for you. 

Our only complaint was because it was so small, every margarita order meant we had to be very near a loud blender, but that's a small price to pay for excellent food, friendly service, and a lovely little restaurant."
912,"Good solid food.  I enjoy lunch here at least once a week.    If you are in the Cummins Station area get lunch here.   Good food, good service."
913,Tried the char grilled oysters and they were excellent.  The bartender recommended them and she was spot on with that suggestion.  The creole gumbo was good too.  It had a nice little kick of spiciness to it. The bread pudding was an excellent finish for the meal.  If you are on bourbon street this is a good choice for some place to stop and eat.
914,"I'm not gonna lie, i consider myself somewhat of a breakfast connoisseur. I'm not saying anybody else considers me this, I'm pretty sure its just me. But regardless of the details i travel long, far, and wide for a good breakfast. My next stop on this adventure was Skyway Jack's, now this isn't the original Skyway, ill make my way to that one at some point. But this one was closer to work and i decided to shoot over and see what all the hype was about. And from my visit the hype was well deserved. Now there were a couple of glitches when i got there, they were down a waitress so one poor soul was stuck working the whole room, and the service suffered because of it. Mainly my omelet came luke warm. I was dissapointed but i took the situation into consideration and decided to give them a pass. When i dug in i was extremely pleased. HOME FRIES, get the HOME FRIES. This is what home fries are suppost to taste like, not bland, and tasteless. These ppl do it right, the omelet was delicious aswell, the hash was good. Was dissapointed at the quality of the biscuit, but aside from that everything was pretty wonderful. Now its not at the level of Kissin Cuzzins, or Frog Pond. Who at the moment i consider the mecca's of Pinellas County breakfast. But its just a notch below. 4 stars for Skyway, def worth checking out. They also have some cheaper breakfast options for those not wanting to spend $7 on an omelet. We can't all be high rollers like me.........lol"
915,"I really liked the food. Our server was a bit uninformed of the menu, but she was nice. It's a beautiful spot with a great outside seating area. Will definitely be back to try more items from their menu. I overheard the owner telling another table that they grind up their own meat to make hamburger in house. That sounds good!"
916,Great place...great atmosphere...great food BUT not good for groups...waiter would not split the bill for a group of 10....very inconvenient...
917,"Been looking for a better breakfast place for awhile now - where the food is good and you don't wait an hour to get in. This place hit the spot on all fronts. It's quiet, and small - maybe 40 seater, with 12 of those seats outside. The menu isn't huge but that's okay. They make up for it by ensuring it's fresh, cooked to order and really tasty. We tried some regular menu standards - breakfast sandwich and a chicken fried steak - in both cases, got far more (quality-wise) than we were expecting. I'll be back to try the brunch specials, and the weekend dinner service looks pretty good, too."
918,Best Mexican we have found in Boise after looking for good Mexican food for a long time. Give it a try.
919,Great little local diner. Food was all very fresh and well prepared and if the Hollandaise was from a packet it fooled me! Much better then the mediocre joint just down the street with the prime location.
920,We thoroughly enjoyed this place. It has a great atmosphere and a great menu. The mushroom soup was amazing and the pizza sauce rocks. :)
921,"I hate Delco pizza.  Sorry, but I do.  I have 4 good places and Imperial is one of them.  Pizza is on the thin side with good sauce and cheese - I like to ask for mine ""well done.""  It's always ready to be picked up in 10 minutes!  Yes, it has a sandy bottom, but you can request yours to be without.  Nice guys who work there."
922,"Kung Fu Noodle has really authentic Chinese dishes and in general, they're really good. We had Dan Dan noodles, seaweed salad, the ""hamburger,"" and the beef ""burrito"". All of them were really tasty. 

A few things I didn't like:
The seaweed salad and burrito had A LOT of cilantro. I understand having a few for taste, but there were so much that I couldn't get the cilantro taste out of my mouth.
The ""hamburger"" bun was cold and hard. The taste wasn't bad, and I wish the kitchen could have toast it or grill it a bit. 
Service was not there yet. The girls were friendly enough, but they were so overwhelmed that they didn't bring us water or chopsticks. They could need further training or a more efficient system."
923,"I have been in a couple of times. I would skip their Pad Thai, I like it a particular way and either you got it or you don't.  What I do like is a lot of other items, like the Sweet Basil Salmon or the NomNom salad. I have also seen plenty of other dishes float by that I am willing to try.

There expansion seems to have paid off  and its now much more comfortable to sit and stay a bit."
924,"Love this neighborhood bakery/pizza joint.  The mushroom pizza is awesome. Once they warm it, it is perfect!  

I have not tried all their delicious sweets.  However, their classic birthday cake is so good! It's not too sweet and has jam in the layer which gives it such a nice taste!

The only compliant I have, I wish there was a sitting area.  I live not too far so it works.... The pizza stays warm :-)"
925,"Great flavors, solid service, only a few things lacking on the execution (a little bit of clumping in my grits, brussels sprouts a little too spicy for a breakfast dish)."
926,"Food was awesome! Some of the best brunch food I've ever had. Comfortable chairs and good atmosphere. Their coffee is amazing and you can order it while you wait! Lost a star because I witnessed a guy who works there be a complete jerk to a customer. I'm not a ""customer service"" person and don't really care if people are rude, but this guy was ridiculous. Besides that, everyone else was cool and the food was fantastic."
927,"For food truck food this place is hit or miss.  They end up outside Ms. Mae's a lot.  Have had the pig sandwich, the bacon barbecue burger and the crawfish mac and cheese.  Some is more delicious than others but a good options for the late night crowd."
928,Breath of fresh air in an area with a dearth of good pizza joints.  Great pizza and love the rock-n-roll atmosphere.  Can do without the long wait to sit but that's what happens when you're one of 4 places in the east-Tampa suburbs that can actually make an edible pizza.
929,"I live near here so location is a big part of why I stopped in my first time.  I'm not much of a soccer fan, or an ""English Pub"" type person, so normally I would have looked it over.  However I was pleasantly surprised when a friend and I had lunch there.  The food is really good!  I had a BLT - made with rasher bacon on a baguette, it is a substantial sandwich, and the homemade potato chips were great.  With a beer menu that would make even the most pretentious beer snob happy, you really can't go wrong for a nice leisurely afternoon lunch.  The patio out back is nice, too.
I can't say how it is late night - although it is packed every time I walk past it!"
930,"Great pizza, first off. Can't go wrong with the cheese steaks and the onion rings are nothing to laugh at. I get stuck on those things, but i want to order more! Delivery is good and timely, and the food is always nice."
931,"I am a Hoosier native but lived in Portland for 6 years and as soon as I stepped foot in Libertine I was like oooooooo Portland.  It was love at first sight.  

Our group stood at one of the communal ""waiting tables"".  It would have been nice to sit but we only stayed for a drink apiece, so it wasn't that bad.  Our waiter was good but there was an issue with their computer/credit card machine, so there was a delay in getting our check taken care of. 

I had the screw & bolt which was nice.  I tried my friend's sharpshooter, which was amazing and on a return trip this is what I will order.  

If I lived in Indy this would be my spot; I am happy I am in Bloomington because I might be here way too often.  I look forward to trying more cocktails and the food."
932,"Good food, traditional, nice little bar, large portions, and friendly service. Give them a look."
933,"I came here after recommendations from two different people.  The lady who waited on us was kind & wasn't impatient since it took me awhile to decide what to get.  We ordered brisket & pulled chicken. The brisket is pretty good & tender, however it had a bit of fat on it which I think is disgusting.  The pulled chicken was so delicious I almost slapped someone. The chicken was also smoked."
934,"I visited Iris in the French Quarter. It's a beautiful little place. The host and the waitstaff were attentive and professional. I had pork loin wrapped in bacon, and it was very good. My dessert, which involved salted caramel ice cream, was out of this world. Overall, a sweet night out."
935,"So I love spicy food.  At most places,  I load on the hot sauce.  So I assumed when I got the arroz con pollo with chicken, rice, and mexican sauage (which was delicious) that it wouldn't be spicy enough.  I so stupidly didn't even taste it and asked for some hot sauce, which they brought me in a dish.  It looked like Franks Red Hot, so I dumped it on.  Big mistake.  The hot sauce was SO SPICY (which unbeknownst to me, they charged me $1 for).  It was so hot that I downed 5 glasses of water, had tears in my eyes, and couldn't finish the rest of my meal.  On the plus side, I was stuffed from water and hence, didn't overeat!

The service here is really fantastic.  The server was so friendly and kept our water glasses filled.  We had a groupon ($15 for $30) and although it didn't say it on the groupon, the server told us that it came with a free dessert!  We got the crepes with bananas, caramel, and fresh berries which was tasty.   You also get free chips and tomatillo sauce, which was great.  The place is BYO, takes credit cards, and they offer different margarita mixes w/ your booze.  They have a private room upstairs which is great to reserve for large groups."
936,Yummy food and fair prices for the Montecito area! Stopped by after a hike and enjoyed a glass of wine and veggie salad. Good service. Great ambiance.
937,"My friend and I went for a late dinner. Very nice, music was play as a background so we could actually talk. Our server was very pleasant and fast. We both had the NY strip and were both very pleased. Will return."
938,"I've been to dmitris a few times and their food has never disappointed. It is authentic and fish is always fresh. Their food is hands down five stars. I am giving them four stars only because they require you to place your appetizers and main dishes at the same time but do not always allow for adequate time between courses. I don't mind placing orders for both at the same time, but they should definitely plan out the timing a little better. Other than than, dmitris is a great byob in queen village."
939,"Good breakfast. Pancakes were nice and fluffy. Cinnamon roll was awesome. 

Denver omlette was ok. Hashbrowns we're just ok, as well. 

Stick to the carbs here!"
940,The pizza was awesome I really liked the dough.. it was so good. I gave it a 4 star because I didn't care for the hot wings. They had some sort of dry rub on them and not a sauce. I was literally burping up all the spices from it. Definitely would go back for the pizza though!!
941,Cool place for coffee. Their crepes were ok. They have pretty good baked goods. Tried their mint iced tea which was refreshing. They can offer gluten free food which is not mentioned on the menu so you need to ask for it. I think the whole setup was pretty cool and would def go back.
942,"We mosied over here after a trip to the Broad Ripple Farmers Market on a Saturday afternoon. I'm not typically a fan of traditional Mexican food but it just sounded really good at the time, and I was looking forward to a hearty breakfast.

I ordered the breakfast quesadilla, which was fantastic. It was stuffed with eggs, potatoes, peppers, and tons of flavor! It all came with a side of rice and refried beans. Everything that came out of the kitchen looked awesome.

Not to mention, it was very affordable for the generous portions. I will definitely be back to try lunch sometime soon!"
943,"Holy pink and sparkles Batman! This place is super decked out in all thing cake bling. Great atmosphere for girls night out based on all the groups in their tonight. Saving grace for men? The cake was delicious. A bit pricy at $12.50/slice, but perfect for a special occasion. My wife and I stopped in for anniversary dessert tonight."
944,"in out, in out every busy place has its methods just indicate on the board which seating your pref is.  sounds like fast food or my first coitus experience.  sure its the pier 39, long wharf, alaskan way of SB, but a tourist has got to eat

bisque and lobster tacos? o miss molly, good golly

between the wait, good company, fresh food and postcard views i forgot if the service was any good.  it wasnt bad but then again you coulda punched me in the face as i was enjoyin myself that much"
945,"Awesome brunch. About $35 for unlimited mimosas and Buffett. Buffett is on point with a full seafood bar (ahi tuna, crab legs, peel-n-eat shrimp, smoked salmon and more). Limited tapas style menu to order even more goodies from. I recommend you order the bananas foster over the Belgian waffles off the tapas menu: phenomenal!  And if the food and drinks don't sell you, the view and service should. Dining room has windows lining the back wall so you have a stellar view of the bay while you're dining. Our server, Jade was superb. I don't think my mimosa glass was ever empty!"
946,"The food has always been good. Love the BLT. 
The potato skins were very good too. 
It's very roomy and great for large parties."
947,"This was the first coffee shop I visited in Philly (trying to branch out from Starbucks) and I wasn't disappointed!

The atmosphere is my favorite! There is plenty of room and plenty of tables to sip your coffee or pull out books to study (they offer free wifi). The shrubbery at the front of the door adds to the charm and makes you feel like it is a secret spot (haha). As a plus, the bathrooms are also very nice and clean!

The staff is super great ! Quick to take orders and whip them up.  I saw them walking around cleaning multiple times.

I ordered a pumpkin spice latte with almond milk.  It was very good! It didn't have a strong pumpkin flavor with lots of spice which some people don't like. A little pricey in my opinion around $5 for a small but that's usually how much lattes are anyways elsewhere.  

All in all, I really enjoyed Good Karma and can't wait to go back, grab a coffee and study!"
948,"I had the best dish I've ever had in New Orleans here, and it was even on a Sunday night.  The BBQ Gulf Shrimp was just absolutely fantastic.  I had a couple of errors with the waiter and the bar, but the food was just great.  The Tuna Two Ways appetizer was highly recommended by my girlfriend and I hardly had a chance to have any, given how good it was (and how she guarded it).
Again, the BBQ Gulf Shrimp was simply the best thing I've ever eaten in New Orleans.  I've eaten in a number of places there, but that dish was by far the best dish ever for me there."
949,"Awesome food and beer, best craft beer in Tucson! The tequila cilantro wings are a must with a Barrio Blonde."
950,This is the best ewing has to offer. Food is good and prices are reasonable. They need a larger appetizer selection.  Sals is our go to place when we are not sure where to go. Service is good but it is obvious that some of the girls smoke during their shift. That's a bit nasty. Over all a really good restaurant.
951,Very unique pizza topping combinations--everything from your average pepperoni and cheese to Thai peanut shrimp and Buffalo chicken. Plenty of TVs and beer for sports fans.
952,"P Chart:

Place: 4
Really good looking French country feel but not over done. They also have a great patio which is perfect on nice days. Good for a casual date

People: 4
Nice, quick and attentive. Waiter came through with a custom choice off the menu during a busy breakfast rush

Provisions: 5
Food was terrific. Very fresh and flavorful eggs bene was killer and was the grass fed  silver burger. Nothing here disappoints. 

Price: 5
Great food at a reasonable rate. Tough to find this quality at this price. 

Performance: 5 
Get the bacon!  With so little choice for great food on the main line this one ranks among the best for great semi casual food. You will be very pleased and will return"
953,"Great music, AMAZING, most comprehensive bourbon list anywhere in the city, with the nicest, most knowledgable bar tenders ever.  I did not have a chance to eat there - we can later at night for drinks and the music (honky tonk / rockabilly amazingness).  I love the interior, total retro cowgirl."
954,"Non food things: Friendly, attentive service. New, clean space. Lots of seating.  
Food things: Delicious tofu bao, delicious bubble tea, huge portions. Tofu with brown sauce came with vegetables and rice and was good but I wish I had ordered something with a bit more punch. Might try something spicy next time, or the tofu with bok choy.
Update: Sesame tofu and sautéed green beans are great, really flavorful especially for vegetarian options. The Taiwanese rice noodles were good, a little less flavorful than I had hoped but they were much better leftover the next day. Still need to try the scallion pancakes!"
955,"Better cookies!!!  Try the Chinese ""Jewish Deli"" cookies.
Very good cakes - but priced a bit high.  Need 48 hours notice for large cakes.

A good place to know about for sure!"
956,"so, my husband and i had a GC here... and we were pleasantly surprised about the whole evening... they let us bring our dog, and opened the back patio for us.... when we arrived there was a lone table with a white table cloth and candle gleaming... it was like we had our own private dinner with waiter service. the lettuce wraps were divine. my husband enjoyed his wine. and it was truly special and unique. Our only qualm is the quality of the dessert menu. we couldn't find anything on there we wanted.  wah.  otherwise. it was great."
957,"So I've done takeout from here twice. The first time I did the baked pork chop with rice, and was not excited. It was undoubtedly good, but not really what I was after. The crazy part is that I was eating leftovers for two days after - which was impressive. 

The second takeout order (last night) was excellent. It was water spinach, mango shrimp, and the seafood with vermicelli noodles and curry. The curry was very light, but the seafood was abundant and the mango shrimp was amazing. They also threw in a soup unsure of what it was (pork, corn, carrots) that was really tasty. Again - the leftovers from this order lastest for another two meals. 

I think I've found my go-to chinese takeout."
958,"I have not been here in years, everybody who knows food in Tucson has either been here or at least heard about it.  My memory was the food was amazing but the atmosphere was a little too claustrophobic grandmas french parlor (reminded me of some old school places i went to in France and Belgium).  What I experienced this time was mouth watering, buttery rich satisfying impeccable dishes, as well as a cleaner more updated venue.  It was packed for a weeknight, and when you go there you will know why.  This is a true Tucson gem!"
959,I've never been a huge fan of this place but my husband likes it. We went today for a late lunch and I got the hummus and pita for an app and the tossed Greek salad. The hummus was really yummy and the salad was very fresh and was a large serving. I couldn't finish it all so I took it home for tomorrow. Next time he wants to come here I know what I'll be getting - the tossed Greek salad!
960,"Best coffee in philadelphia located in a no-frills cafe. In fact, there isn't even a menu. A small selection of pastries and caffeinated drinks. But definitely come here for the coffee, smooth and well-priced."
961,Excellent amount of food with their early bird specials from 2-5pm. Food was average at best. People were friendly and everything was clean. Prices were pretty good
962,"Went back to The Fat Ham last week and it is still amazing.  Consistent, delicious, and priced right.  Still no cookie dessert but glad it isn't featured on the updated website.  The Road Trip short film was very good! Kevin, the next time you are in Atlanta, must try Star Provisions cold fried chicken and 7 Lamps' mussels. Glad to have you in University City, Mr. Sbraga."
963,My mom and I love this place oh and my step dad comes here almost every day. I love their soft shell crab sandwich and I am just in love with their fried pickles. The sauce that comes with the fried pickles is just amazing it has just a hint of horseradish in it. just makes it so much better than the rest. The only thing I don't like is the place is so small and so packed and when it's raining and cold you have to wait under the awning or in your car but you can't hear when it's your turn to be seated
964,A consistently wonderful venue for any occasion!  Bob Menendez is a class act and hires excellent folks to fulfill your every wish.  The food is superb!
965,"Great Tacos. Cozy atmosphere. They have happy hour and taco Thursdays. Staff are friendly. Affordable. I think
I'll be a frequent visitor."
966,"Captn Bill's kitchen is a typical beach bar grub spot. We had the charred oysters, crab cake sandwich and lobster bisque. Oysters good, lobster bisque good but the crab cake sandwich not so good. The potatoes and slaw were the side were bland. Drinks were decent priced. Server was great. Place is a must try if your in a beachie kinda mood for grub"
967,Loved our family dinner here just before Christmas. It's a cozy space and the service is fantastic. I can see why it's hard to get a reservation!  Great draft list - it's rare to see Chimay plus a ton of local brews. The wine list was also fairly expansive. The drunken mussels were delicious - the broth was incredible and I appreciated the toast to soak it up! I had the crab stuffed salmon for an entree. The crust was great and the portion was the perfect size. The mashed potatoes and broccolini were a nice complement.  I wish I had more room for dessert! But the complimentary Limoncello shot at the end was a nice touch.
968,"Price is intimidating but worth it! 
Owner is an awesome human. 
Bartender was fantastic!"
969,"Fantastic little BYOB! The Antipasto Salad and Gnocchi were excellent. Contrary to some other reviews about the crowded seating, I thought it was rather spacious. There are other BYOB's in Philadelphia that are much smaller. I will be back here again soon."
970,"Post PIC-Nic, we decided to continue our Tasting Society Membership adventures at Books and Brews in Zionsville.  We arrived at 8:45pm, and knew they would be closing at 10.  

I've loved the concept of B&B since I heard about it - literary favorites transformed into delicious food and drink options is a super creative approach.  I also like that this is a family friendly environment, with fun drawing of Shakespeare on the wall and tons of board games to choose from.

Using our Membership, we decided to go for a flight of 4 beers each since we were not familiar with their goods.  Between the 8 different options, the only one I'd say I wouldn't order again was the Ice and Fire Sour - they have a series of them and I'm sure the others were great, but this specific one was an interesting Scotch Ale that was soured.  Our server said that ""it packs a punch"" and she wasn't kidding - incredibly rich and I would love the Sour Scotch if it was split into a Sour and a Scotch Ale.  The SO enjoyed her Blonde and Hefe the most, and if it had been a bit earlier in the night we might have stayed for a few more drinks.  

Table service was a great touch, and they offer select bombers, cans, and growler fills to go in addition to a nice little selection of merchandise.  We didn't venture upstairs but it seems like a great space that can accommodate large groups and have lively atmosphere.  They had live acoustic music last night, but things were dying down a bit by the time we got there (he was great! Bring him back!).  

Note - if you live in the area, B&B has a Mug Club where they do discount fill nights in cute ceramic pint glasses.  I almost bought one to take home."
971,"Visiting the area so found this place via Yelp. Very busy, limited parking but we got lucky somebody was leaving. Also got the last table, however there were spots at the bar. I ordered breakfast quesadilla and home fries. Very good. Coffee good too. My husband got the biscuit and gravy platter and loaded home fries and my son got the Bradley's breakfast sandwich. Both said their food was good. 

Service was quick and friendly. If we are in the area again we would return."
972,"A great meal that my family really enjoyed!  You can tell that the management and the staff here really care about delivering an exceptional dining experience!  Steaks were seasoned perfectly and grilled exactly how we asked.  They have a fun Tuesday night kids theme ($1.99 kids meal with a drink -what a deal!) with a mascot roaming the restaurant, face painting and a ice cream topping bar.  Better get there early to get a table as the crowd waiting as we left tells me the word's out about this great family restaurant!  In a sea of horrific chains Texas Roadhouse in Sicklerville is head and shoulders above the rest!"
973,"Tonight was our first time at Tired Hands. We came in for Taco Monday, which means $2 off every taco on the menu & half-price pints of HopHands and SaisonHands. The tacos & the beers (we tried Hop, Saison, Helles Other People, Cause & Concern, and Paper Mansions) were all incredible. I do wish that the tortillas used for the tacos has been warmed, instead of just filled, but tacos were still good nonetheless. Service was super friendly as well. Wish we lived closer so this place could become one of our regular spots, but we'll definitely be back soon!"
974,"Finally an authentic Mexican taqueria! You know you're in the right place when it's packed with the locals. Hard to get a table on the weekends. Menu is small, prices are average, the tacos are packed with meat, but the star here are the handmade corn tortillas. Walking into this place I felt like I was back in Mexico visiting family. I would've given them 5 stars but one of the ladies there was rude when I asked for a fork. She said,""they're tacos. You don't eat them with a fork."" Well duh, but I use it to pick up all the meat that spills out of the taco. Whatever. Not a fancy place but food is good."
975,"I'd like to begin by praising the venue's name, which I think is pretty clever given the location and all.

All right, moving on, the highlight for me was being able to walk into the restaurant after 11pm, when the restaurant closes at midnight, after I had just seen a concert across the street at The Pageant and having the server / bartender look me dead in the eyes, not even flinch and say, ""Sure you can order food, have a seat. Do you want a beer?""

Yes. Yes I do.

Pizza-wise they only serve thin crust or Chicago-style. I'm not a huge thin crust fan so I went with the Chicago. It hit the spot. So did the couple of St. Louis brews I drank to wash it down.

Good food. Great hospitality. I can't recommend them enough."
976,"This is just some seriously authentic Mexican food.

I found out about this place from my boss who was raving about the horchata. They make it fresh. It's the kind of horchata that you have to keep stirring to keep it together. Definitely the best I've ever had.

The tacos are so well made. The meat is very tender and all the pickled veggies with fresh corn tortillas make for a wonderful, tasty combination.

You basically feel as though you are in Mexico here. From the outside to the inside it is very authentic. I didn't try the pico but it seems very unique."
977,"My first time ever to this diner on a weekday. As soon as I entered in this diner it felt like entering in someone's home. Its a cozy diner with very friendly servers. There are so many good diners in the area and this one is def one of the finest. The serving sizes are huge. The omelettes are great, I didn't try anything sweet so can't say how were the pancakes or French toasts. But the menu has so many different options and they all looked very good specially the sandwiches. I had an egg Benedict which was ok, nothing wrong with it but nothing great either, portion size was huge. My wife had an omelette with onions and American cheese which was very good ( again I liked her order better than mine lol). You pay the bill at the counter after you finish eating . I would go back again and would try other things on the menu."
978,"My family and I were visiting from CA and it was our first time at a Chick fil a. We ordered the spicy chicken, original chicken, chicken nuggets, strips, fries, and had a cookies and cream shake. Food was great, we loved the sauces. The only down point was the service. I asked the guy if there were free refills on the soda and he yes and the staff would be walking around. Every time I asked for a refill I'd get a ""surprised or annoyed"" look. It wasn't busy and I didn't understand why they just didn't put the fountain machines in the lobby like a normal restaurant?"
979,"I came here on business, the people were great. The food was excellent, my only issue was the ambient music was good but drowned out by people singing Kareoke or live entertainment in the bar...between the two musics going it sounded like a mish mash where you couldnt enjoy one or the other.  I informed the owner and he was very accomodating and turned down the music in the main restaurant in order to alleviate the noise attenuation."
980,"Pulling up to the burg you might think it's a weird spot for a diner- it's a small strip mall with a barber and a real estate agent but it's worth the visit. 

The owner Bill is there just about every day- he takes his time to greet and thank every table.  His mom is usually there to greet and fill your coffee.  They all, including the servers, try to always remember you and your favorites.

My personal favorite is the hungry Greek.  My family and I typically all order the combo. For around $10 you get 2 pancakes, 2 eggs, 2 meat of your choice, potato or grits and toast. The pancakes are easily the best in St Pete! They have a sweetness to them, maybe vanilla, that just kicks them up a notch. 

Always check the chalkboards for their specials, they usually will have a fun pancake like strawberry cheesecake or peanut butter cup, as well as a skillet or breakfast burrito option.

If you go for lunch- get the burger.  Perfectly seasoned with fresh cut fries."
981,"A gem of a find when were tired of the same old restaurants in the area. We never heard of this place before. They have a nice selection of gluten free options. The pizza was very good. When ordering the pasta, you get salad and a huge basket of rolls (plain or garlic). The pomodoro has a little kick but all in all everything was delicious and I highly recommend this place."
982,Place is on the edge of the French Quarter in more ways than one. But the coffee was good and a cool coffee shop.
983,"I recently took my Father to The Love to celebrate his birthday and Father's Day! When I made my reservation, I made a note of those celebrations and upon being greeted by the hostess that was the first thing they addressed with my sweet Papa! 

The ambience is really hip, and it's a fairly intimate setting. We were seated in their booth style cushioned seats which was very comfortable. I am a booth girl all the way!

I ordered he shrimp and grits with baby buttermilk biscuits and my Dad ordered the catfish and hush puppies in his true southern style. Can we talk about those biscuits?! So delicious. Words cannot express why I ate 5 of them in one sitting. The shrimp and grits were great, and that's coming from someone who NEVER eats grits. My Dad was less impressed with the catfish and hush puppies, but that's coming from someone who was born and raised in the South. I tried the hush puppies as well and they paled in comparison to the biscuits. 

Our server was very sweet and fairly attentive given the packed restaurant. For the total experience I would return. If I want truly amazing southern food (despite their menu) I would go elsewhere."
984,"We arrived in New Orleans on Christmas night ,just before 8:00 pm -- the first time, we realized, we've ever landed at night -- and quickly (I've *never* seen so little traffic on I-10!) made it to our hotel, the Le Meridien.¹

We actually arrived at Lüke for dinner a bit early, in terms of our reservation, but it was Christmas night and being seated early wasn't a problem. Lüke, however, can itself have its share of problems .

-- The front room can be (and often is) on the loud side, so much so that as a party of five at a rectangular table, it became difficult to hear. This is, of course, systemic and doesn't change. (The back room is quieter.)

-- Bring Christmas night, I have to say both the kitchen and service were a bit ""off,"" but only in terms of timing -- NOT in terms of food (see below). Certain things came out almost too quickly; other things seemed to take forever. For example, Lüke offered two types of oysters, and we ordered six of one, and a dozen of the other. The order of six came in a relatively timely fashion, but the 12 seemingly took forever, arriving long after the (cooked) appetizers were finished, and just before the entrées. It also took a (relatively) long time to get the wine we ordered to accompany our entrées. This, however, is more appropriately chalked up to Xmas night, rather than being ""the norm"" in our experience.

That said, the food was, as always, wonderful and delicious! The rabbit & chicken liver pate was silky smooth and satisfying; the brussels sprouts crispy and tasty; the crabmeat maison flavorful and tangy. The Drum was perfect, as were the shrimp & grits and the moules frites.

Lüke remains, for us, one of those places you can count on for good food and good drinks. It may not be our favorite place in New Orleans, but it always satisfies.
_______________
¹ Formerly the Hotel New Orleans, formerly the W Downtown -- I guess it depends upon what day of the week it is."
985,"My husband and I have dined at Ryan Christopher's on several different occasions. Every time we leave, we're stuffed and more importantly satisfied. 

Although we've never dined here for dinner the breakfast and lunch options are great. They have something for everyone from waffle egg sandwiches, chocolate chip pancakes, to poached pear salads and Thai chicken wraps. Everything we've tried has been tasty.  

The restaurant has expanded their seating area. They removed the bar/ griddle area and have introduced a larger seating area. In the warmer months you can done outside. 

I'm giving it a 4 because the service, although friendly, is not always attentive."
986,The reviews did not disappoint. The chargrilled oysters were the BEST!!!! Shrimp po boy fried fish po boy seasoned and fried to perfection. Ask for Shirley. Even though she is a Met fan we won't hold that against her. She is an excellent server. Will be back.
987,"Great food! The wait was a bit long, and their wait list process is a bit confusing. But other than that it was nice, friendly, and quick service. And the food was fantastic."
988,"Either ate or had drinks here a few times over the summer as my office was just upstairs.  I'm not a vegetarian, but the Goodness wrap is a knockout.  I also greatly enjoyed the chili I had here, though it was a special so I'm not sure how often it comes around.  I'm not really into the hipster vibe of the staff, but I never had any service problems and that's what is most important.  

I definitely don't live or die by The Bricks but it's a place I would suggest if you're ever in Ybor City."
